Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,conduc,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,PH,Platform,Reactor_cycle,Reactor_phase,ReleaseDate,create_date,version,Sample Name,seq_methods,SRA Study,temp,timepoint,Description,organism,sample_title
SRR2917249,AMPLICON,565,7007077,PRJNA302180,SAMN04267774,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4824721,MOTHUR,2015-02-02,3.15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432457,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_58_R1.fastq.58,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.60,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,58,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,27.37,6.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917251,AMPLICON,566,4580178,PRJNA302180,SAMN04271256,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",3213093,MOTHUR,2014-11-14,1.39,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432459,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_5_R1.fastq.5,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.82,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,5A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,18.18,-4.2,,,
SRR2917252,AMPLICON,565,16145803,PRJNA302180,SAMN04267776,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",11045437,MOTHUR,2015-02-05,3.56,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432460,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_60_R1.fastq.60,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.52,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:43:00Z,1,60,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.57,9.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917255,AMPLICON,564,11742777,PRJNA302180,SAMN04267779,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8096928,MOTHUR,2015-02-10,3.72,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432463,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_63_R1.fastq.63,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.50,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,63,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.78,14.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917256,AMPLICON,564,18914336,PRJNA302180,SAMN04267780,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",12846950,MOTHUR,2015-02-12,4.14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432464,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_64_R1.fastq.64,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.42,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,64,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,29.24,16.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917259,AMPLICON,564,16342092,PRJNA302180,SAMN04267783,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",11223730,MOTHUR,2015-02-15,3.76,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432467,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_67_R1.fastq.67,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.46,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,67,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,27.52,19.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917260,AMPLICON,563,12108510,PRJNA302180,SAMN04267784,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8369040,MOTHUR,2015-02-16,5.44,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432468,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_68_R1.fastq.68,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.27,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,68,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,28.08,20.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917262,AMPLICON,565,15146970,PRJNA302180,SAMN04271257,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",10314758,MOTHUR,2014-11-14,1.35,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432470,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_6_R1.fastq.6,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.83,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,6A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,22.57,-3.79,,,
SRR2917264,AMPLICON,563,34162334,PRJNA302180,SAMN04267787,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",23186098,MOTHUR,2015-02-20,4.16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432472,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_71_R1.fastq.71,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.39,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,71,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.37,24.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917265,AMPLICON,564,28072214,PRJNA302180,SAMN04267788,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",19077559,MOTHUR,2015-02-22,3.22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432473,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_72_R1.fastq.72,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.52,ILLUMINA,2,Operation,2015-11-18T00:00:00Z,2015-11-13T15:47:00Z,1,72,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,26.75,26.00,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917268,AMPLICON,562,17263736,PRJNA302180,SAMN04267791,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",11707760,MOTHUR,2015-02-25,1.95,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432476,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_75_R1.fastq.75,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.71,ILLUMINA,2,Shutdown,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,75,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.91,29.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917269,AMPLICON,562,10795432,PRJNA302180,SAMN04267792,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7405470,MOTHUR,2015-02-26,1.75,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432477,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_76_R1.fastq.76,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.72,ILLUMINA,2,Shutdown,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,76,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.71,30.42,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917272,AMPLICON,565,9590166,PRJNA302180,SAMN04271258,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6608086,MOTHUR,2014-11-14,1.35,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432480,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_7_R1.fastq.7,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.83,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,7A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,25.05,-1.2,,,
SRR2917274,AMPLICON,566,10683451,PRJNA302180,SAMN04271259,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7304105,MOTHUR,2014-11-14,1.31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432482,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_8_R1.fastq.8,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.86,ILLUMINA,1,Control,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,8A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,24.45,-0.79,,,
SRR2917275,AMPLICON,562,19930153,PRJNA302180,SAMN04267796,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",13483930,MOTHUR,2014-12-12,1.79,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432483,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_91_R1.fastq.91,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.70,ILLUMINA,1,Shutdown,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,91,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,17.39,23.92,Cooling water,freshwater metagenome,Microbiome times series survey of oligotrophic cooling water
SRR2917276,AMPLICON,565,1069872,PRJNA302180,SAMN04271260,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",807118,MOTHUR,2014-11-14,1.3,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",-0.3,Oligotrophic freshwater,Secondary Cooling water system of nuclear reactor,water,SRX1432484,Belgium,Europe,Belgium: Mol,Illumina MiSeq,51.22 N 5.09 E,341F_785R_9_R1.fastq.9,PAIRED,PCR,METAGENOMIC,freshwater metagenome,4.86,ILLUMINA,1,Startup,2015-11-18T00:00:00Z,2015-11-13T15:46:00Z,1,9A,"Standard LGC library preparation for amplification of V3 - V4 region (primer choice based on Klindworth et al. (2013)) using v3 chemistry, 300 bp overlapping paired reads. Performed at LGC-genomics.",SRP066190,24.43,0,,,
